다이렉트 인덱싱  체크리스트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,투자성향,,,,,,,Factor,,,,,,,
5179,5,3,2,2,4,5,2,0,1,1,0,1,1,1,1
5180,4,3,1,1,3,2,2,0,1,0,1,0,0,1,0
5181,2,4,3,1,4,1,5,0,0,1,1,1,0,1,0
5182,1,4,1,4,2,4,2,1,0,1,0,0,1,1,0
5183,3,1,4,5,1,4,4,0,1,0,1,1,1,0,1
5184,5,5,1,2,2,3,2,0,0,0,1,1,1,1,0
5185,3,5,4,2,5,1,3,1,0,0,1,0,0,1,1
5186,3,5,1,1,1,2,3,0,0,1,0,0,1,0,0
5187,5,3,3,1,4,5,4,1,0,0,0,1,1,1,0
5188,5,1,4,1,1,1,1,0,0,1,0,0,0,0,0
5189,1,3,4,3,3,1,3,1,0,0,1,0,1,0,0
5190,2,5,2,2,4,5,1,1,0,0,1,0,1,0,0
5191,5,5,4,5,4,2,1,1,0,0,1,0,0,1,0
5192,1,5,3,4,2,4,2,0,1,0,1,1,0,0,0
5193,1,4,5,5,5,3,2,0,1,1,1,0,0,0,1
5194,1,3,4,1,1,4,2,1,1,0,1,1,1,1,1
5195,5,5,2,4,5,4,2,1,0,1,0,0,1,0,0
5196,4,4,4,4,1,1,5,1,1,0,0,1,1,1,0
5197,4,4,3,3,4,4,2,1,0,0,0,0,0,1,0
5198,1,2,1,5,3,3,4,1,1,0,1,1,0,0,0
5199,1,3,3,5,3,1,5,1,0,0,0,0,0,1,0
5200,1,2,4,2,2,4,5,1,1,1,1,0,0,1,1
5201,3,3,1,5,3,4,5,1,1,1,1,0,0,1,1
5202,2,2,1,1,1,4,2,0,0,1,1,1,0,0,0
5203,4,2,2,5,2,1,3,0,1,1,0,0,1,1,0
5204,1,3,4,3,3,2,4,0,0,1,0,1,0,0,1
5205,4,2,2,5,5,3,1,1,1,1,1,1,0,1,0
5206,3,3,1,2,5,2,3,1,1,0,1,1,0,1,1
5207,5,5,2,1,2,1,2,0,1,0,1,0,0,0,0
5208,4,1,3,5,4,5,3,0,1,1,1,0,0,0,0
5209,2,2,2,4,3,5,5,1,1,0,0,0,1,1,0
5210,2,1,5,2,1,3,5,0,0,0,1,0,0,1,1
5211,5,5,1,5,1,2,5,0,0,1,0,1,1,1,0
5212,3,4,1,2,1,1,4,1,1,0,0,1,1,0,1
5213,1,4,2,1,3,1,4,0,0,1,1,1,1,1,1
5214,4,4,5,1,4,3,2,1,0,0,0,1,0,0,1
5215,3,1,1,4,3,3,5,1,0,0,0,0,0,1,0
5216,3,5,3,3,4,3,5,1,0,0,1,0,1,1,0
5217,5,4,5,1,2,2,4,1,0,1,0,0,0,1,1
5218,4,1,3,4,1,5,1,1,0,0,0,1,1,0,0
5219,4,2,2,2,2,3,3,1,0,1,0,0,1,1,0
5220,1,2,1,2,1,3,2,1,1,1,0,0,1,1,0
5221,4,5,2,1,2,2,1,0,1,0,1,1,1,0,1
5222,4,3,3,1,3,3,5,1,1,0,1,0,0,0,0
5223,5,3,4,5,1,1,5,1,1,0,0,1,0,0,1
5224,5,4,4,1,1,5,2,1,0,1,1,1,1,0,1
5225,5,2,2,2,3,3,4,0,1,0,0,1,0,0,1
5226,5,4,1,3,3,1,5,1,1,1,1,0,0,0,1
5227,4,3,1,3,1,4,1,1,1,1,0,1,1,0,0
5228,3,4,5,1,2,1,2,1,0,0,0,0,1,0,0
5229,2,4,1,5,3,5,2,0,0,0,0,0,1,0,0
5230,3,5,2,5,5,1,3,1,1,1,1,0,1,1,1
5231,4,3,3,5,4,4,4,1,1,0,0,1,0,1,1
5232,5,5,4,5,5,3,3,1,0,0,0,1,1,0,0
5233,4,1,2,5,4,4,5,0,1,1,0,0,1,0,1
5234,2,3,2,5,1,3,1,1,0,1,1,1,0,0,0
5235,5,4,5,1,2,4,4,0,1,1,0,1,1,0,0
5236,2,2,5,4,3,4,1,0,0,0,1,0,0,0,1
5237,4,3,5,1,1,5,3,1,1,1,0,1,1,1,0
5238,4,4,3,4,1,4,4,1,0,1,1,0,0,1,0
5239,4,1,5,5,1,5,3,1,1,0,1,0,1,1,1
5240,3,5,1,2,5,5,5,0,0,1,1,1,0,1,0
5241,1,5,1,4,4,1,4,0,1,0,1,0,1,0,0
5242,3,1,4,1,2,5,2,1,0,1,0,0,1,1,1
5243,1,3,3,5,2,1,4,0,1,0,0,0,0,0,0
5244,2,1,1,1,5,4,3,0,0,1,1,0,1,1,1
5245,2,2,3,1,5,2,3,1,1,0,1,1,1,1,0
5246,3,5,2,2,2,5,3,0,1,0,1,1,0,1,0
5247,3,5,1,5,5,4,5,0,0,0,0,0,0,0,0
5248,1,3,3,4,2,2,4,0,1,0,1,0,1,0,0
5249,3,2,5,2,5,1,2,0,1,1,0,0,1,0,1
5250,5,3,1,5,2,3,4,1,0,1,1,0,1,0,0
5251,2,4,4,1,1,3,3,1,0,0,1,1,0,1,0
5252,5,4,4,5,3,1,4,0,0,1,0,0,0,0,0
5253,3,5,2,4,5,1,3,0,1,1,0,0,1,1,0
5254,5,3,3,4,1,4,4,0,1,1,1,1,0,1,0
5255,4,1,1,5,3,4,3,0,0,1,1,1,1,0,1
5256,1,2,4,5,2,4,4,1,1,1,1,1,0,1,1
5257,3,5,5,2,3,2,4,0,1,1,0,1,1,1,1
5258,2,5,3,1,5,3,2,0,0,1,0,1,0,1,0
5259,4,1,4,2,3,2,5,0,0,1,0,1,0,0,0
5260,3,5,3,5,5,5,2,1,1,1,1,1,1,0,1
5261,2,5,5,5,3,3,2,1,1,1,0,0,1,0,1
5262,3,1,1,1,5,3,5,0,0,1,0,0,0,1,0
5263,3,5,5,5,3,5,5,0,1,1,1,1,1,1,1
5264,4,2,3,2,2,1,4,0,1,0,0,0,0,0,0
5265,2,1,5,4,3,3,2,1,0,0,0,1,0,1,1
5266,5,4,4,4,4,4,3,0,0,1,1,1,1,0,0
5267,4,1,1,1,1,5,4,0,0,1,1,0,1,1,1
5268,1,4,3,4,2,1,4,1,1,0,0,1,1,0,1
5269,5,4,3,2,1,1,2,0,0,1,0,1,1,0,0
5270,4,3,5,3,4,5,4,0,0,1,1,1,0,0,0
5271,1,5,1,1,5,4,3,1,1,0,0,0,1,0,0
5272,5,3,3,3,4,3,3,1,1,1,0,0,1,1,1
5273,3,5,2,4,2,3,3,0,1,1,1,1,1,0,1
5274,5,5,5,4,1,3,4,1,0,0,0,1,1,0,1
5275,3,4,4,1,3,4,1,0,1,1,0,0,0,0,1
5276,1,4,4,2,3,4,2,1,0,1,0,1,0,0,0
5277,1,3,3,2,3,3,2,0,0,1,1,0,0,0,1
5278,4,4,2,5,2,2,4,0,0,1,1,1,1,0,0
5279,3,3,4,3,1,3,2,1,0,1,1,0,0,0,0
5280,2,4,1,5,1,1,4,1,0,1,1,1,0,0,1
5281,3,1,2,5,5,5,1,1,1,0,0,0,1,0,0
5282,2,1,2,1,2,5,5,1,1,0,0,0,0,1,0
5283,5,1,1,1,1,1,2,0,0,0,0,1,1,0,1
5284,5,4,2,2,1,3,3,0,1,1,1,1,1,0,1
5285,5,4,2,5,3,1,3,1,1,1,1,1,1,1,1
5286,1,4,3,3,4,3,2,0,1,1,0,1,1,0,0
5287,3,3,1,3,3,1,1,1,0,0,1,0,0,0,1
5288,2,5,5,1,3,5,2,0,0,1,0,0,0,1,0
5289,3,1,2,3,3,2,3,0,1,1,1,0,1,0,1
5290,2,1,4,5,3,1,2,0,1,0,1,0,1,0,1
5291,1,3,5,5,4,4,1,0,1,1,0,0,1,0,1
5292,1,4,3,4,3,4,3,0,1,0,0,0,1,0,1
5293,4,3,4,4,2,3,4,1,0,0,1,1,1,0,0
5294,4,1,5,5,4,4,1,0,0,1,1,0,1,1,0
5295,2,2,1,3,1,5,4,0,1,1,0,0,0,1,1
5296,3,5,5,4,1,4,3,0,1,1,1,0,0,0,0
5297,1,3,1,2,1,4,1,0,1,1,0,1,0,0,1
5298,5,5,5,1,4,3,3,0,1,1,1,1,1,0,1
5299,1,1,3,4,3,5,4,0,0,1,1,0,0,1,1
5300,5,5,5,1,2,1,3,0,1,0,1,0,1,0,1
5301,5,1,4,3,3,1,3,0,0,0,1,0,0,1,0
5302,5,4,2,1,1,3,5,0,0,1,1,0,1,0,0
5303,2,3,5,3,1,4,1,1,1,0,1,0,0,0,0
5304,4,4,2,4,5,1,5,1,1,0,1,1,0,1,1
5305,4,5,2,5,5,2,5,1,0,1,1,1,0,0,0
5306,3,3,3,2,5,1,3,0,0,1,1,0,0,0,0
5307,5,2,3,1,1,4,5,0,1,0,1,0,1,1,1
5308,2,5,2,1,3,4,2,1,0,1,0,1,0,0,1
5309,4,1,4,3,3,3,2,0,1,1,0,1,0,1,0
5310,1,2,2,5,3,3,3,0,1,1,1,0,0,1,1
5311,4,3,1,2,2,3,2,0,0,0,1,0,0,0,1
5312,2,5,2,3,2,3,1,1,0,0,1,1,0,1,1
5313,2,1,3,1,3,5,2,1,0,0,0,0,0,0,1
5314,4,2,1,3,3,2,3,0,1,0,0,0,1,1,0
5315,5,2,3,5,2,2,3,0,1,0,1,0,1,1,0
5316,5,4,1,4,5,4,3,1,1,0,1,1,0,1,1
5317,3,5,3,5,3,4,3,0,1,1,1,0,1,1,0
5318,3,2,2,2,4,3,3,0,0,1,0,0,1,0,1
5319,1,2,5,3,1,3,4,0,1,0,0,1,0,1,1
5320,5,5,2,5,4,2,1,0,0,0,0,0,0,0,0
5321,1,2,5,4,3,2,1,0,0,0,1,1,0,1,0
5322,5,1,5,2,3,3,4,0,1,0,1,1,1,0,1
5323,4,5,3,5,4,3,4,0,1,1,1,0,1,0,0
5324,5,3,1,4,4,1,1,0,1,1,1,1,0,0,1
5325,3,2,2,5,5,3,5,1,0,1,0,1,0,1,0
5326,1,3,2,2,2,3,1,1,1,1,0,0,1,1,1
5327,1,1,3,3,1,1,2,1,1,1,0,0,0,1,1
5328,3,2,3,1,5,1,4,0,1,1,0,1,0,1,1
5329,4,1,4,3,1,2,1,1,0,0,0,0,1,0,1
5330,3,5,3,2,1,4,5,1,1,1,1,1,1,1,0
5331,5,4,3,1,2,2,2,1,1,0,0,0,0,0,0
5332,4,5,2,2,4,2,1,1,0,0,0,0,0,0,0
5333,2,4,5,3,1,5,2,1,0,0,1,0,1,0,1
5334,2,5,5,5,2,4,1,1,1,0,0,1,0,1,1
5335,2,3,3,5,2,3,2,1,1,0,0,0,1,1,0
5336,4,2,4,1,5,4,2,1,0,1,1,0,0,1,1
5337,3,2,2,2,5,1,4,0,1,1,0,0,0,0,0
5338,4,2,3,2,4,3,2,0,0,0,0,1,0,1,1
5339,5,1,3,1,1,4,5,1,1,1,0,0,1,1,0
5340,4,1,5,4,2,1,1,0,1,0,1,1,0,1,1
5341,2,2,5,2,5,3,5,0,1,0,1,0,0,0,0
5342,5,5,5,2,5,4,4,0,0,1,0,0,1,0,0
5343,1,5,3,5,5,5,3,1,0,0,0,0,0,0,1
5344,2,1,1,1,3,1,2,0,1,0,1,0,0,0,0
5345,4,3,4,3,4,5,2,1,0,0,1,1,1,0,0
5346,2,4,4,3,1,2,3,0,0,1,0,1,0,0,1
5347,4,2,5,3,5,4,4,0,0,1,1,1,1,0,1
5348,2,3,3,5,3,2,1,0,1,0,0,0,0,0,1
5349,3,5,4,3,5,2,2,1,1,0,1,1,0,0,1
5350,1,5,5,1,3,4,3,1,0,0,1,1,1,1,0
5351,5,2,4,3,5,2,4,1,1,1,0,0,1,0,0
5352,2,2,5,2,4,4,5,1,1,1,0,0,1,1,0
5353,1,1,4,2,2,1,1,0,1,1,1,1,0,1,0
5354,1,3,5,3,4,4,5,1,0,0,0,0,1,0,1
5355,1,3,3,1,4,2,5,1,1,0,1,0,0,0,1
5356,2,3,3,3,2,2,1,0,0,1,1,1,0,0,1
5357,3,5,5,2,1,2,1,1,0,1,0,1,1,1,1
5358,5,5,5,3,5,3,5,0,0,1,1,0,0,1,0
5359,1,1,1,3,2,2,1,1,1,0,1,0,1,1,0
5360,5,5,3,1,5,3,3,0,1,1,1,0,1,1,0
5361,1,3,2,1,2,1,4,0,0,0,0,0,1,1,1
5362,4,1,1,1,4,2,4,1,0,0,1,1,0,1,1
5363,3,2,4,3,1,5,5,0,0,1,1,0,0,0,1
5364,5,2,5,5,5,2,2,0,1,1,0,1,1,1,1
5365,3,1,4,2,1,2,3,0,0,1,0,1,1,1,0
5366,4,4,5,2,4,1,5,0,1,1,0,1,1,1,0
5367,3,5,4,5,5,4,5,1,0,1,0,1,1,1,1
5368,1,1,2,4,2,2,3,0,1,0,0,0,1,1,0
5369,3,3,3,1,5,1,5,0,0,1,0,1,1,1,0
5370,5,4,4,5,2,1,3,1,1,1,0,0,0,0,0
5371,3,1,3,4,3,5,4,1,1,0,1,0,1,0,0
5372,1,4,5,4,4,3,5,1,1,0,0,1,1,1,0
5373,4,4,3,1,1,2,1,1,1,0,0,0,1,1,1
5374,5,5,2,2,4,2,2,1,1,1,1,1,0,1,1
5375,4,3,5,3,1,2,4,0,0,0,1,1,1,0,1
5376,3,2,4,2,3,3,5,1,1,1,0,1,0,0,1
5377,5,1,3,5,5,1,2,0,0,1,1,0,1,1,1
5378,1,3,5,2,5,5,3,1,1,0,0,0,0,1,0
5379,4,3,4,4,4,2,1,0,1,0,1,0,1,0,1
5380,4,2,3,5,4,4,1,1,1,1,0,0,0,0,0
5381,2,3,1,4,2,2,5,1,1,1,1,0,1,1,0
5382,4,1,5,2,3,2,1,0,0,1,1,1,1,0,1
5383,1,5,4,1,5,4,4,0,1,1,0,1,1,0,0
5384,2,4,5,3,2,3,3,0,1,1,1,1,1,1,0
5385,2,1,4,5,2,3,3,0,1,1,1,0,1,1,0
5386,4,4,2,1,2,5,2,0,1,1,1,0,1,1,0
5387,3,5,2,3,4,2,2,1,1,0,0,0,0,0,1
5388,5,5,3,1,3,3,3,0,1,1,0,0,0,0,0
5389,3,4,5,1,3,3,2,0,1,1,0,0,1,0,0
5390,4,2,2,4,3,2,5,0,0,0,1,1,1,0,0
5391,3,2,5,5,3,5,1,0,1,1,1,0,1,0,0
5392,1,2,4,3,4,2,5,1,0,0,1,0,0,1,1
5393,5,4,2,2,2,5,4,1,1,0,0,1,0,0,0
5394,2,1,1,2,2,5,2,1,1,0,0,0,1,0,0
5395,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1
5396,2,4,4,3,2,4,4,0,0,0,0,1,1,0,1
5397,2,2,5,3,4,4,3,1,1,0,1,0,1,1,0
5398,3,5,2,5,2,3,1,1,0,0,0,0,0,1,0
5399,5,2,3,2,3,1,2,1,1,1,1,1,1,1,0
5400,3,5,1,3,2,4,1,1,1,0,0,1,1,1,0
5401,4,1,3,1,5,3,2,1,0,1,0,1,1,1,1
5402,1,4,2,3,5,1,2,1,0,1,0,1,0,1,0
5403,4,5,5,4,5,5,4,1,0,0,1,0,1,1,1
5404,2,1,2,1,4,2,1,1,1,0,1,0,1,0,1
5405,3,2,1,2,4,3,4,1,1,0,0,1,1,1,1
5406,5,1,4,3,2,5,5,0,1,0,0,1,1,0,0
5407,2,4,4,3,5,3,5,1,1,0,1,0,1,0,0
5408,4,3,1,4,2,2,1,0,1,0,0,1,0,1,0
5409,1,2,3,3,3,1,5,0,1,1,0,1,1,1,0
5410,5,4,2,3,4,1,4,1,1,0,1,1,0,0,1
5411,4,2,1,2,5,4,5,0,1,0,1,0,0,1,1
5412,1,3,1,3,3,4,5,1,0,1,0,0,0,1,1
5413,3,1,4,1,5,4,1,0,1,0,0,0,1,0,0
5414,1,2,4,4,2,2,2,1,1,0,1,0,0,0,0
5415,5,3,3,1,5,5,1,1,1,0,0,0,1,0,0
5416,5,5,3,2,5,2,2,0,1,0,1,0,0,1,0
5417,5,5,1,2,5,3,1,0,0,1,0,0,1,0,0
5418,5,4,2,4,3,1,1,0,1,1,1,0,0,0,1
5419,2,2,5,2,4,3,4,0,1,0,1,1,1,1,1
5420,1,2,4,2,4,3,3,1,0,0,1,0,0,1,1
5421,5,1,3,3,5,3,1,0,1,0,1,1,0,1,0
5422,2,4,3,1,1,2,5,0,0,0,0,0,1,0,1
5423,3,4,2,3,1,3,2,0,0,1,0,0,1,0,0
5424,3,3,5,2,5,4,2,1,0,1,0,0,1,1,0
5425,3,3,3,2,5,5,5,1,1,0,0,0,1,1,1
5426,2,2,3,3,3,2,5,1,1,0,0,0,1,1,1
5427,5,3,4,2,1,3,3,1,0,0,0,0,1,1,0
5428,3,2,2,1,4,2,1,1,1,1,1,1,0,1,1
5429,1,3,4,1,3,4,4,1,0,0,0,0,1,0,1
5430,5,3,1,4,1,2,1,1,1,0,1,1,1,0,1
5431,1,5,1,5,4,5,2,1,1,1,1,0,1,0,0
5432,1,4,2,1,4,4,4,1,1,0,1,0,0,1,1
5433,1,4,1,3,4,1,5,1,0,1,0,0,0,1,1
5434,1,2,1,5,2,3,5,1,0,0,1,0,1,1,1
5435,2,1,4,1,4,2,1,1,1,1,1,1,0,1,1
5436,3,4,5,2,1,1,4,1,0,1,1,1,0,0,1
5437,1,2,5,5,2,5,3,0,0,1,0,1,1,1,1
5438,5,5,5,4,5,3,3,1,1,1,0,0,0,0,1
5439,4,3,2,3,5,4,4,1,1,1,0,0,0,0,1
5440,3,1,2,3,2,4,5,1,0,1,1,0,0,0,1
5441,5,2,3,5,1,4,2,0,1,1,0,0,1,0,1
5442,1,3,3,5,3,2,2,1,0,1,0,1,0,0,0
5443,4,1,5,2,1,5,1,0,0,0,1,0,0,0,1
5444,3,4,2,3,1,5,1,1,0,0,0,0,0,0,1
5445,4,1,3,1,1,4,3,1,1,0,1,0,1,1,0
5446,3,2,4,5,2,3,5,1,0,0,1,0,0,1,0
5447,5,3,1,5,4,4,4,1,0,1,1,1,1,0,1
5448,5,2,4,2,4,5,1,0,1,0,0,0,1,0,1
5449,4,3,4,2,3,2,3,1,1,0,1,1,1,1,1
5450,3,4,5,1,4,1,4,0,1,0,1,0,1,0,1
5451,4,1,1,3,3,1,2,1,0,0,0,0,1,0,1
5452,2,4,1,5,5,3,3,1,1,1,1,1,0,1,0
5453,2,4,1,4,1,2,1,1,1,1,1,0,1,0,0
5454,5,4,2,3,3,4,2,0,1,0,1,1,0,1,1
5455,2,1,2,3,1,2,4,1,1,0,0,1,0,1,1
5456,4,5,1,2,2,5,4,1,0,1,0,1,1,1,0
5457,3,4,5,2,5,2,2,1,0,0,0,1,1,0,1
5458,1,4,3,4,4,3,5,0,1,1,1,0,0,0,0
5459,1,5,2,3,2,1,5,1,1,0,0,0,0,0,0
5460,2,1,5,1,1,3,4,0,0,1,0,0,0,0,0
5461,1,1,2,5,3,2,1,0,1,1,0,0,1,0,0
5462,3,5,4,3,1,3,5,0,0,1,1,1,0,1,1
5463,4,5,5,4,4,5,1,1,0,0,1,1,1,1,1
5464,1,2,2,2,4,1,2,0,1,1,1,1,1,0,0
5465,3,2,4,4,4,5,5,1,0,0,0,1,0,0,1
5466,4,3,2,5,2,5,5,0,1,1,1,0,1,0,0
5467,1,1,1,2,1,2,3,0,1,0,1,0,1,1,0
5468,5,3,2,5,5,2,4,0,1,1,1,0,0,1,0
5469,4,5,4,1,5,2,4,1,1,1,0,0,0,1,0
5470,4,1,3,3,3,4,1,1,1,1,1,1,0,0,0
5471,5,1,5,4,2,4,3,0,0,1,0,1,0,0,0
5472,4,5,5,4,1,2,5,1,0,0,0,0,0,0,0
5473,1,3,1,1,2,5,3,1,0,0,1,0,0,1,0
5474,1,1,2,4,3,1,4,1,0,0,0,0,0,1,1
5475,2,4,5,2,4,2,1,1,0,0,1,1,1,1,0
5476,3,2,4,4,1,5,5,1,1,0,1,1,1,0,1
5477,2,4,2,5,4,5,5,0,0,0,1,1,1,0,0
5478,5,4,3,4,3,2,4,0,0,1,0,0,0,0,1
5479,1,2,3,3,5,3,3,0,0,0,0,0,0,0,1
5480,4,4,1,2,3,2,1,1,0,1,1,0,0,0,0
5481,2,4,2,1,4,2,3,1,1,0,0,0,0,0,1
5482,1,5,1,2,4,4,5,1,1,0,0,0,1,1,0
5483,1,4,2,2,5,1,1,0,0,1,0,1,0,0,1
5484,1,4,4,4,3,3,5,1,0,0,1,1,1,0,0
5485,2,1,3,5,2,1,5,1,1,0,0,0,1,1,1
5486,1,1,4,1,3,2,3,1,1,0,0,0,0,1,1
5487,2,3,4,3,5,3,1,1,0,1,0,1,1,1,0
5488,1,5,4,5,3,5,5,0,1,0,0,1,0,0,1
5489,1,3,4,3,5,3,3,1,1,0,1,1,1,0,0
5490,1,4,3,2,2,1,1,0,1,0,1,0,0,1,0
5491,1,3,5,3,4,1,1,1,0,1,0,0,1,0,0
5492,1,1,1,5,3,3,4,0,0,1,0,0,0,0,0
5493,5,3,1,3,5,1,3,0,0,1,1,0,1,0,1
5494,1,5,3,3,2,4,5,0,0,1,0,1,1,1,0
5495,4,4,1,3,1,3,1,0,1,0,1,0,0,1,0
5496,1,4,3,5,3,3,4,0,0,0,0,0,1,1,1
5497,3,2,3,2,4,3,5,0,0,1,0,1,1,1,0
5498,4,5,4,1,1,5,1,1,1,1,0,1,0,1,1
5499,4,1,4,3,2,2,4,1,0,1,1,0,0,0,1
5500,5,1,4,4,2,5,4,0,1,0,0,0,0,0,0
5501,5,1,2,2,5,3,4,0,0,0,0,1,1,0,1
5502,3,4,4,2,3,3,5,1,0,1,0,1,1,1,0
5503,2,3,5,2,1,2,5,0,1,1,0,0,1,0,0
5504,1,1,3,4,4,3,2,1,1,0,1,0,0,0,1
5505,4,3,4,4,2,2,5,1,0,0,1,1,0,0,1
5506,1,3,5,1,1,2,1,0,0,1,0,1,0,0,0
5507,4,3,3,3,1,1,2,1,0,0,0,1,0,1,1
5508,4,4,1,5,4,3,4,1,0,0,0,0,0,1,1
5509,5,1,5,4,4,5,5,0,0,1,1,1,1,1,0
5510,2,2,1,5,2,5,5,0,0,1,0,1,1,0,0
5511,4,4,2,2,2,4,1,1,1,1,0,0,1,1,1
5512,5,3,1,3,2,4,3,1,1,0,0,1,0,0,0
5513,1,3,3,4,2,1,3,0,0,1,1,0,1,1,0
5514,2,4,2,3,4,2,5,1,1,0,0,0,1,1,0
5515,5,1,1,1,5,3,4,1,0,1,0,0,0,1,1
5516,5,4,5,2,1,1,5,0,0,0,1,0,0,0,1
5517,5,3,2,5,4,2,4,1,1,0,1,0,1,0,0
5518,1,4,5,5,3,2,4,0,0,0,1,0,1,1,0
5519,5,3,1,1,1,4,3,0,0,1,0,0,1,1,0
5520,2,4,1,3,5,1,2,0,0,1,0,0,1,0,0
5521,4,5,3,1,4,4,5,0,0,1,0,0,1,0,1
5522,1,2,1,3,3,5,3,1,1,1,0,0,1,1,1
5523,2,2,5,3,4,4,5,0,0,1,0,0,0,0,0
5524,3,2,3,3,2,5,4,1,0,0,0,0,1,1,0
5525,3,2,3,4,1,3,5,0,0,0,1,0,0,0,1
5526,4,1,2,3,1,1,3,1,0,1,0,1,1,0,1
5527,1,5,2,1,4,4,1,0,0,0,0,1,0,0,0
5528,2,1,1,5,3,3,2,1,1,1,0,0,1,1,0
5529,4,2,3,3,1,4,3,0,1,0,0,1,0,0,1
5530,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0
5531,4,5,5,3,2,1,2,1,1,1,0,0,0,1,0
5532,5,2,2,4,3,3,5,1,1,0,0,1,0,0,1
5533,5,3,4,3,1,4,1,0,0,0,0,0,1,1,0
5534,1,4,4,1,4,1,4,0,0,0,0,1,1,0,0
5535,4,2,3,1,5,5,1,1,1,0,0,1,1,1,0
5536,2,2,1,3,1,3,1,1,0,1,0,1,0,0,0
5537,2,4,1,4,1,2,1,1,0,0,1,0,0,0,0
5538,1,5,1,1,5,2,3,1,1,1,1,0,0,0,1
5539,5,2,1,1,4,3,1,1,1,1,0,0,0,0,0
5540,1,5,2,4,5,3,4,1,0,0,1,0,0,1,1
5541,4,1,1,1,5,1,4,1,1,1,0,1,1,1,1
5542,1,5,1,5,1,5,4,1,0,1,0,1,0,1,0
5543,4,3,2,1,5,1,2,0,1,1,1,0,0,1,0
5544,5,2,5,3,2,4,4,1,0,1,0,0,0,1,0
5545,1,1,1,4,4,5,4,0,1,1,0,0,0,0,1
5546,3,2,2,4,1,2,3,0,1,0,1,0,1,0,1
5547,1,5,4,5,3,3,4,0,0,1,1,0,1,1,0
5548,3,4,4,4,4,5,5,1,0,0,0,0,1,0,1
5549,1,5,2,2,5,4,3,1,1,1,1,1,0,0,0
5550,4,4,3,2,3,1,4,0,1,0,1,0,1,0,0
5551,4,2,2,3,1,3,4,1,1,1,1,1,1,0,1
5552,3,5,5,2,1,4,5,1,1,1,0,0,1,1,0
5553,4,2,5,4,5,3,4,0,1,1,1,0,0,0,1
5554,2,1,1,1,2,5,4,0,0,0,1,0,0,1,0
5555,4,5,5,1,4,3,1,0,0,1,0,1,1,1,1
5556,3,4,4,5,4,5,2,0,0,1,0,1,1,0,1
5557,4,3,3,2,5,2,4,0,0,0,0,1,0,0,1
5558,4,2,5,5,3,5,4,0,1,0,1,1,1,1,1
5559,1,1,2,1,1,5,3,0,0,0,0,0,0,0,1
5560,3,4,3,1,5,2,5,1,1,1,0,0,1,0,1
5561,1,5,4,4,3,3,1,1,0,0,1,1,1,1,0
5562,3,4,1,1,1,4,1,1,1,1,0,1,0,1,0
5563,5,4,5,5,1,5,4,0,0,0,1,1,1,0,1
5564,1,3,4,4,3,4,3,0,1,1,1,0,1,1,0
5565,4,5,4,3,2,1,5,0,0,0,0,1,0,1,0
5566,2,1,2,5,2,5,2,0,0,1,1,0,0,0,1
5567,5,4,3,2,3,4,5,1,1,1,0,0,1,1,1
5568,5,5,1,3,5,1,2,0,0,1,1,0,1,1,1
5569,3,5,3,1,2,4,4,1,1,1,1,1,1,0,0
5570,4,5,5,4,4,5,4,1,1,1,1,0,0,0,1
5571,2,3,3,4,1,1,4,1,1,0,1,1,1,1,1
5572,2,1,3,3,1,2,2,0,1,1,0,0,1,1,1
5573,3,4,4,1,4,5,4,0,0,1,0,1,0,0,0
5574,3,3,4,3,1,5,1,1,0,0,0,1,0,1,0
5575,4,1,4,2,1,5,4,1,0,1,0,0,1,1,0
5576,4,5,2,5,3,2,1,1,1,0,0,0,1,0,1
5577,5,5,3,1,5,3,5,1,1,0,0,1,0,0,1
5578,5,5,3,5,1,1,3,1,1,1,1,1,1,0,1
5579,4,2,1,5,1,3,4,1,1,1,0,1,1,1,1
5580,5,5,3,3,2,4,5,0,1,1,1,0,1,1,1
5581,5,3,4,5,1,5,2,1,0,0,1,0,1,0,0
5582,1,4,3,2,5,4,5,1,1,1,0,1,0,1,1
5583,4,5,2,1,4,1,2,0,0,0,1,0,1,1,1
5584,3,1,1,2,1,3,4,0,0,0,1,1,1,0,1
5585,2,3,1,5,1,1,3,0,1,0,0,1,1,1,1
5586,4,1,2,5,4,3,4,1,1,1,0,0,0,0,0
5587,5,2,2,3,4,1,5,0,0,1,0,1,1,1,1
5588,2,1,4,1,1,4,3,0,0,0,1,1,1,1,1
5589,1,1,2,4,1,5,1,0,0,0,0,0,1,1,0
5590,2,5,5,4,1,5,5,0,0,1,0,0,0,1,0
5591,5,4,3,4,5,5,1,1,0,1,1,0,0,0,0
5592,1,4,1,1,4,3,1,0,0,1,1,1,0,0,0
5593,5,5,3,1,3,5,4,1,0,1,0,1,1,0,1
5594,4,5,2,5,5,5,2,0,0,1,0,0,0,1,0
5595,2,2,3,4,1,1,2,1,0,0,0,1,0,1,1
5596,4,1,5,4,4,5,2,0,0,1,0,0,0,1,0
5597,2,5,1,2,1,3,5,0,1,1,0,1,0,0,1
5598,2,3,1,3,2,3,5,1,0,0,1,0,0,1,1
5599,4,1,4,1,2,1,3,0,1,1,0,0,0,0,1
5600,1,1,2,1,3,4,4,0,1,1,1,0,1,1,0
